Area,Year,Value_T,Value_Y,Value_GDP,Value_Fert,Value_Prec_Anom,Value_Irig
Afghanistan,2001,1.518,0.0,182.768949,2.37,-2.5952692307692313,5.662124619658685
Afghanistan,2002,0.874,-2.127659574468088,197.213022,3.16,-1.727269230769231,4.617623709976184
Afghanistan,2003,0.472,1.4492753623188572,208.832636,3.42,0.9027307692307698,7.264280435012142
Afghanistan,2004,0.956,5.88235294117647,228.775784,4.18,-2.583269230769231,5.499894537017507
Afghanistan,2005,0.556,-15.000000000000005,254.824689,3.76,4.624730769230769,5.8390695466413485
Afghanistan,2006,1.47,0.0,279.240934,3.15,-2.5752692307692318,6.085465576365076
Afghanistan,2007,0.774,0.266666666666661,363.357619,2.07,-0.6692692307692312,5.939758400590812
Afghanistan,2008,1.768,-6.914893617021272,387.362338,1.82,0.3607307692307682,5.778563139571684
Afghanistan,2009,0.728,0.0,423.407102,1.86,0.46673076923076984,4.842282941238527
Afghanistan,2010,0.662,-14.285714285714285,521.428191,1.75,6.722730769230768,5.000395600917794
Afghanistan,2011,2.075,-16.666666666666664,593.203248,3.77,-0.5512692307692308,5.391006198074641
Afghanistan,2012,0.945,9.523809523809526,628.116539,2.3400000000000003,1.8167307692307695,5.464999736245186
Afghanistan,2013,1.518,20.485153764581103,622.100518,4.8,0.26073076923076854,5.518332893695595
Afghanistan,2014,1.207,3.1023738048797265,597.584579,9.99,-0.37726923076923136,5.742548140332366
Afghanistan,2015,1.038,-3.7856394764785923,554.403216,13.09,2.932730769230769,5.710894223160116
Afghanistan,2016,1.915,-8.430076868986722,520.252064,13.37,1.8867307692307698,6.481139541018201
Afghanistan,2017,1.515,33.308128542217105,530.149831,19.91,-2.1832692307692305,5.990503824848325
Afghanistan,2018,1.325,18.919407417799846,502.056771,16.89,-0.19726923076923164,5.122336227308603
Afghanistan,2019,1.029,-15.057142700286585,500.522664,10.67,-0.6892692307692307,6.006314127861089
Afghanistan,2020,0.799,-1.266843303488718,516.866543,8.43,-0.4512692307692312,6.506929762743716
Albania,2007,1.709,10.634558845588451,3587.70862,73.23,2.0476153846153835,17.426273458445042
Albania,2008,1.275,2.6336938907260787,4364.06141,67.66,1.07961538461538,9.991532599491956
Albania,2009,1.456,13.360323886639655,4109.893153,79.08,6.417615384615388,16.81511695663032
Albania,2010,1.16,5.15555555555557,4093.8259,76.47,11.377615384615382,17.02322483975693
Albania,2011,1.851,4.802631578947348,4444.126505,87.08,-12.750384615384618,17.01082431307244
Albania,2012,2.587,3.437962924020904,4259.667181,82.79,-8.192384615384618,17.03987347040706
Albania,2013,1.498,3.82068575201622,4425.430822,78.14999999999999,-6.894384615384617,17.28796428872231
Albania,2014,0.448,-3.886776510350655,4586.606188,78.17999999999999,28.361615384615376,12.756644440470414
Albania,2015,2.489,-2.9702970297029765,3950.390255,95.29,8.047615384615384,13.454824150557778
Albania,2016,1.136,1.3685238874256218,4117.00697,111.22,37.31161538461538,14.3014301430143
Albania,2017,2.105,2.1211692481028614,4521.752217,87.73,-8.03638461538462,14.5621022566149
Albania,2018,2.134,4.222930765382014,5268.116608,58.49,-0.4703846153846172,14.990447848146763
Albania,2019,1.902,-2.0093795338592417,5359.239078,82.77,6.305615384615379,15.247018739352642
Albania,2020,1.627,2.451442264963313,5278.222282,88.45,14.237615384615381,15.614878748750591
Algeria,2003,1.84,15.379016383038998,2117.048269,5.46,0.2731538461538463,1.8092653430462315
Algeria,2004,0.649,-3.9861000187002276,2624.793282,22.66,0.921153846153846,1.9273301737756716
Algeria,2005,1.783,6.229475624627217,3131.3283,6.68,-1.196846153846154,2.001892698551357
Algeria,2006,1.571,2.0447694914797023,3500.134528,11.82,1.3371538461538464,2.027634103105801
Algeria,2007,1.426,-13.93931123508603,3971.803658,13.32,0.6011538461538466,2.1938330262775136
Algeria,2008,1.736,24.465482745503678,4946.563793,7.640000000000001,1.4391538461538467,2.0715098404706
Algeria,2009,1.334,6.0792623939384125,3898.478923,12.739999999999998,1.0311538461538463,2.1371193813436444
Algeria,2010,1.51,7.8807840114536996,4495.921455,14.09,1.695153846153846,2.3812539275873736
Algeria,2011,1.55,8.235568939365365,5473.446129,14.05,1.0951538461538464,2.3847733642601723
Algeria,2012,2.145,3.922388903206122,5610.733341,18.99,-1.4848461538461537,2.51924057549376
Algeria,2013,0.991,-0.35253199164813737,5519.777576,19.95,-0.2528461538461535,2.6296331293708297
Algeria,2014,2.05,-1.309672324421077,5516.229431,22.57,0.2891538461538463,2.742533368733557
Algeria,2015,1.63,-1.0520016645142172,4197.417286,20.75,1.0851538461538466,2.93141951544273
Algeria,2016,1.602,2.8394716436839924,3967.200546,18.5,-0.5848461538461533,3.047635166174245
Algeria,2017,2.125,1.6479198097440622,4134.936055,18.35,-0.41284615384615364,3.160412604666875
Algeria,2019,1.985,2.2820174470449635,4021.983255,18.3,0.015153846153846295,3.3446549164851618
Austria,2003,3.295,-12.686186501613086,32226.888651,117.62,-24.734884615384615,1.1784155855858978
Austria,2005,1.099,8.815849043352909,38405.889622,113.12,13.591115384615378,1.4001680201624194
Austria,2007,1.444,-1.2424373474595478,46857.688031,116.67,17.6551153846154,1.5547153810819403
Austria,2010,1.021,-5.922185943716691,46861.265075,85.72,26.105115384615388,0.9527921704087507
Austria,2013,1.489,-6.412127300474907,50718.40733,112.39,2.693115384615396,1.9190840818730677
Austria,2016,2.058,37.27075069524466,45277.769467,118.14,29.771115384615385,1.430620522288843
Bangladesh,2004,0.259,4.55825599598214,403.127555,159.32,-65.1805,51.34613321892096
Bangladesh,2005,0.473,3.1130270350506137,408.96344,179.59,-57.686500000000024,51.12232842874021
Bangladesh,2006,0.529,-3.3314129488230386,490.585384,175.38,-41.77249999999998,52.61853448275862
Bangladesh,2013,0.753,1.6592097274861224,1130.874771,225.26,-38.80450000000002,57.9111877559819
Bangladesh,2014,0.635,0.02815066330061223,1282.106878,245.56,-38.24849999999998,57.96137339055794
Bangladesh,2015,0.877,1.3575774308474529,1449.562923,261.68,65.87549999999999,57.7470999253782
Bangladesh,2016,1.091,1.411774322415734,1651.719965,251.98,-27.238499999999988,57.684972801903086
Bangladesh,2017,1.228,2.6005342136942096,1785.962903,262.91,33.791499999999985,57.80576551588534
Bangladesh,2018,1.058,-0.15922131221242583,1931.80559,274.2,-76.51249999999999,57.71726236847299
Bangladesh,2019,1.486,0.9921869917178515,2111.416793,271.54,-61.458500000000015,78.77836304700162
Bangladesh,2020,1.189,1.0107044453857583,2231.271634,275.23,30.269499999999994,79.36140209508461
Bulgaria,2003,1.899,25.16048404805821,2670.580037,138.41,-13.035384615384615,1.4832895230942549
Bulgaria,2005,0.391,-16.273357824443764,3821.853038,70.07,23.64661538461538,1.0256410256410255
Bulgaria,2007,2.134,-15.56856211123164,5752.474864,96.12,0.6966153846153844,1.4268960125097734
Bulgaria,2010,1.599,9.944008962941952,6675.518978,92.3,2.7806153846153805,1.7814726840855106
Bulgaria,2013,1.588,43.94387742408926,7510.447193,105.06,-6.541384615384615,1.975975975975976
Bulgaria,2016,1.601,1.4753711419088664,7445.87598,132.68,-1.0813846153846143,1.850229038040231
Canada,2005,0.836,-6.93739927742006,36415.482488,65.47,2.8925769230769234,1.3705073309977942
Canada,2010,1.157,206.62905440276847,47617.911137,73.48,3.940576923076925,1.321207961564859
Canada,2015,1.294,3.201968095806161,43549.850424,96.63,-2.157423076923074,1.559886177459688
Cyprus,2001,1.13,17.62418586565568,10768.950371,105.8,-1.4266153846153848,25.0
Cyprus,2002,0.968,22.72727272727273,11589.621299,114.86,-1.1406153846153844,25.0
Cyprus,2003,1.486,-10.96319757179857,14524.084634,115.84,-0.19461538461538463,23.37662337662337
Cyprus,2004,0.614,5.76910124644656,16988.982244,95.8,-0.6486153846153844,21.7948717948718
Cyprus,2005,0.758,0.6793972611817243,18025.451043,80.75,2.1833846153846164,20.958083832335326
Cyprus,2006,1.047,20.63510260231569,19333.62713,80.36999999999999,-1.764615384615385,21.019108280254777
Cyprus,2007,1.544,-16.81847937903301,22397.271919,83.0,2.2473846153846146,20.244565217391305
Cyprus,2008,1.468,-8.967348556830139,25490.681546,80.83,1.1133846153846152,21.10726643598616
Cyprus,2009,1.267,0.5817513778322042,23352.336489,127.88,0.7893846153846154,22.41379310344828
Cyprus,2010,1.902,-14.86303694999345,22815.859262,148.88,-1.6246153846153844,21.83406113537118
Cyprus,2011,1.05,29.16726458478799,24107.721666,111.51,1.2913846153846151,21.410146173688734
Cyprus,2012,1.827,-27.423892731633842,21658.183269,147.52,2.7473846153846146,20.958083832335326
Cyprus,2013,1.306,17.532202507792917,20525.702651,136.97,3.285384615384615,21.317651382890745
Cyprus,2014,1.183,10.258189546249575,19706.983162,118.35,9.531384615384615,21.288309781611304
Cyprus,2015,1.351,-13.470227527812368,16762.108423,124.57,-0.6266153846153841,19.97158193874329
Cyprus,2016,1.792,20.253732365692116,17557.793576,154.15,-0.39061538461538436,21.47728311545845
Cyprus,2020,2.236,-0.13334188088980545,20208.098494,132.89,0.41138461538461524,21.040381733389843
Denmark,2001,0.693,-4.9509630507527955,30740.317591,134.2,9.237576923076915,7.623318385650224
Denmark,2002,2.194,-1.1792579643792305,33211.546061,128.47,9.081576923076923,7.654784240150094
Denmark,2003,1.786,-1.973358069243599,40415.598374,137.69,-1.342423076923076,7.580887885628291
Denmark,2004,0.605,1.5909098759589724,46416.919819,144.34,4.027576923076921,7.709750566893423
Denmark,2005,0.753,-0.8340493433165684,48648.209816,136.70999999999998,-4.298423076923079,9.67861100849649
Denmark,2006,2.267,-10.519541475099688,51830.895452,138.23,-0.06442307692307736,9.66789667896679
Denmark,2007,0.966,9.359250740934112,58291.894299,141.98,31.047576923076917,9.538114907998498
Denmark,2008,1.099,7.958464665867222,64214.953884,147.37,-1.1864230769230772,9.52023988005997
Denmark,2009,1.165,-0.11471278225629608,58128.307483,102.67,-2.970423076923076,9.643128321943813
Denmark,2010,0.602,-15.193978303331084,58008.293759,113.48,10.333576923076919,12.147753236862147
Denmark,2013,1.07,-1.3254009874007437,61077.489211,115.4,-4.95042307692308,9.208523592085236
Denmark,2015,0.37,-3.957953630108388,53308.197555,135.31,7.091576923076914,5.543113080645841
Denmark,2016,2.058,2.573727912067864,54866.615602,137.45999999999998,-8.27042307692308,8.304445544931623
Denmark,2017,0.929,2.8331527247101063,57888.203513,161.18,26.519576923076926,8.208870140234865
Denmark,2018,3.039,-20.456755128795663,61879.772266,133.09,-21.394423076923076,8.698955365622032
Denmark,2019,1.529,22.262399658901764,59783.649339,134.76999999999998,10.203576923076923,11.652859044198989
Denmark,2020,1.311,3.563297219553638,60975.684823,143.37,-4.634423076923078,9.007678282373156
Dominican Republic,2001,1.033,29.079447914855542,2907.837554,74.03,-2.1418846153845834,8.902186878727633
Dominican Republic,2002,0.737,-9.493560341825356,2916.935039,50.0,0.05611538461539567,7.921272365805169
Dominican Republic,2003,0.925,10.371664051921051,2285.813812,34.599999999999994,-23.6098846153846,7.774127310061601
Dominican Republic,2004,0.705,-2.1921728645447383,2458.556016,39.77,10.18011538461542,8.944973107157633
Dominican Republic,2005,1.022,22.9208804095632,3874.664528,39.15,17.066115384615415,9.937939594538683
Dominican Republic,2006,0.934,0.6156788943729012,4085.731714,54.08,-3.1898846153845852,9.193214729002896
Dominican Republic,2007,1.202,-2.611061564531183,4656.428132,63.68,8.68011538461542,8.895324782788581
Dominican Republic,2008,0.684,-5.0250797200120125,5004.524667,53.6,1.8521153846154164,8.85273258239466
Dominican Republic,2009,0.757,6.936997768605756,4982.458973,53.71,0.15011538461541818,8.969545264914476
Dominican Republic,2010,1.043,8.026267096121776,5437.899129,71.33,7.7761153846153945,8.656654151022112
Dominican Republic,2011,0.374,-0.4866918070192109,5837.316059,62.78,21.020115384615394,8.694201084689194
Dominican Republic,2018,0.868,-0.1963064650964609,7947.159354,198.28,-20.511884615384588,12.271696171263894
El Salvador,2003,0.891,-3.533238826344049,2197.481996,61.88,-13.3907307692308,2.271459312983183
El Salvador,2004,0.5,26.841529257259584,2273.955506,67.49,-4.4327307692308295,2.2019208245490742
El Salvador,2005,0.481,-23.396656672478183,2434.323766,109.86,8.467269230769205,2.4700475956015104
El Salvador,2006,0.554,-0.31745428278140725,2651.430288,78.39,39.5852692307692,2.670720683704495
El Salvador,2007,0.501,-0.9233875357528377,2814.59003,110.84,8.37526923076922,2.014017562233143
El Salvador,2008,0.242,0.033925337821463675,2964.171521,100.55,23.60126923076922,2.2626262626262625
El Salvador,2009,1.047,15.493540716408264,2889.685232,91.42,-32.62073076923082,2.553294966361352
El Salvador,2010,0.125,0.00769808486670878,3017.307793,138.53,23.1212692307692,1.3822261972518088
El Salvador,2011,0.97,-22.231612701712105,3304.97478,147.89999999999998,3.2092692307691664,1.2887438825448614
El Salvador,2012,0.747,50.62783053876798,3471.051758,116.74,-21.072730769230816,1.6118474881361478
El Salvador,2013,0.509,44.077897633973265,3555.162431,117.5,52.43326923076921,1.682534471437951
El Salvador,2014,0.825,-38.3801643774821,3638.518044,78.72,-44.97873076923082,1.7624773513424477
El Salvador,2016,1.144,-1.827846687207987,3870.312982,77.09,-1.298730769230815,1.8696977184745904
El Salvador,2018,0.911,0.014157020230384523,4145.862946,94.09,-18.3907307692308,1.8650163084385716
El Salvador,2019,1.185,-9.634728701914895,4280.287889,48.6,-51.4387307692308,2.124278665217028
El Salvador,2020,1.801,4.2417649926129775,3903.395116,66.25999999999999,2.1472692307692114,2.2915447018482893
Finland,2010,1.654,-8.581263830833535,46460.674927,76.69,3.49442307692307,0.6553514551245692
Finland,2013,2.375,18.93715065211604,49878.96031,66.56,-10.055576923076927,0.420633163604162
Finland,2014,1.565,-3.0032754763332234,50260.962457,70.65,0.5164230769230755,0.3969829297340214
Finland,2015,0.791,-10.956241818208074,42785.244935,67.81,4.420423076923072,0.3518958388317058
Finland,2016,1.882,11.448161661861485,43784.953249,65.43,13.25242307692308,0.3516483516483516
France,2005,1.591,-7.0317003310993105,36292.656003,163.34,-14.681653846153843,5.77195274647504
France,2007,0.703,12.798521377805026,43324.700838,177.95999999999998,18.666346153846163,5.175973512382687
France,2010,0.892,-3.720491614439663,42319.286943,128.39,0.9043461538461628,5.474602697199434
France,2013,0.971,4.299746504795305,44384.143626,144.61,4.330346153846165,4.947573652328341
France,2020,2.339,-1.9384482621874268,40927.520665,147.68,-7.261653846153841,6.39495598372109
Germany,2006,2.216,-12.89140949698745,36857.894794,157.01,-1.6912307692307706,1.384397497934616
Germany,2009,1.432,1.2429624457301678,41810.985396,146.17,-2.997230769230768,2.2089304749496623
Germany,2013,1.036,-11.017814482230753,45699.270788,164.33,4.602769230769226,2.189614900880398
Germany,2016,2.227,1.3492888168700525,42116.337551,158.87,-2.42923076923077,2.71204754186926
Germany,2020,1.677,9.729258012988037,46678.460745,131.92,-8.831230769230771,3.0521241337752336
Greece,2003,1.497,6.588417048328228,18173.489368,107.71,-1.9372692307692319,15.887057682985942
Greece,2005,0.748,-0.9665286754657106,22295.226403,96.98,8.338730769230772,16.61461586508432
Greece,2006,0.856,-1.1295960864545103,24608.450169,92.56,9.760730769230769,18.64428335241002
Greece,2007,1.742,4.019692188573645,28714.041508,96.91,5.690730769230768,18.67664130014188
Greece,2008,1.375,-2.539708322652484,32010.655701,81.8,-0.34326923076923066,18.62348178137652
Greece,2009,1.058,2.913869504020887,29847.631792,75.14999999999999,5.378730769230771,18.227513227513228
Greece,2010,1.597,-0.08358835924089053,26902.409436,87.46,4.61073076923077,18.320202964347708
Greece,2011,1.201,-2.25899605650157,25682.206058,75.9,-2.6412692307692325,18.658734451054624
Greece,2012,2.211,-1.4824662984652657,22076.907454,75.47,-3.275269230769233,18.907043800631605
Greece,2013,1.551,3.8265212148892163,21882.787436,80.98,-8.001269230769232,19.194743464280723
Greece,2014,0.91,14.029147910698473,21646.472167,82.24,17.09273076923077,20.238671182067407
Greece,2015,1.001,5.1042709134172,18100.431129,78.23,15.59273076923077,19.90643652201968
Greece,2016,1.444,-4.355273044966295,17955.504683,82.63,9.108730769230768,19.6870925684485
Greece,2017,1.575,6.46585821016126,18690.624484,86.33,4.028730769230769,20.43611071391474
Greece,2018,1.891,9.662542789542846,19942.072299,89.44,23.032730769230767,20.65835394118105
Greece,2019,1.584,6.523095237918968,19411.439294,93.53,-4.25526923076923,20.20265074171818
Greece,2020,1.555,-2.8215781581299093,17972.015452,99.28,8.486730769230768,16.362182360612955
Guatemala,2003,0.971,-32.789777363622655,1715.901612,69.28999999999999,-47.317499999999995,6.30632451000202
Haiti,2009,0.839,-4.166666666666662,1165.767603,7.63,-37.37130769230768,5.340439237363254
Haiti,2013,0.898,-0.03166312724965152,1401.931134,7.95,-47.87930769230769,3.8684719535783367
Honduras,2005,1.018,-6.273379324543154,1289.823137,43.9,3.820999999999998,2.591428571428571
Hungary,2003,2.756,-15.980882570430122,8428.99317,91.4,-17.655153846153844,2.5404944586530265
Hungary,2004,0.223,36.23057665471847,10314.614428,94.29,0.576846153846148,2.045020463847204
Hungary,2005,0.687,2.1979244628906778,11238.484869,81.56,18.828846153846158,1.280914207743476
Hungary,2006,1.065,-3.413829779724681,11505.905712,95.11,7.180846153846161,1.341366844551558
Hungary,2007,1.74,-11.302096704323969,13961.18812,105.85,3.1928461538461477,2.081797830204925
Hungary,2008,1.132,21.344232329372392,15795.423351,92.76,7.1428461538461505,1.3823834196891194
Hungary,2009,1.818,-6.6651269714105705,13095.692926,74.34,-7.835153846153844,1.8461006398063289
Hungary,2010,0.986,-13.446887604819063,13234.972071,80.87,40.42884615384615,0.8403518622496725
Hungary,2011,1.848,31.472334919960172,14260.903309,89.56,-10.151153846153846,1.8943226531759412
Hungary,2012,2.505,-23.56519138755983,12982.526762,95.65,-11.577153846153848,2.337954289996253
Hungary,2013,1.26,6.52283499852219,13712.912184,108.96,-5.7891538461538445,2.2598440175004755
Hungary,2014,0.91,16.262847374574914,14292.18263,108.17,25.71684615384615,1.8867781155015195
Hungary,2015,2.461,-10.795735943153597,12715.465155,109.6,-1.9651538461538465,2.361322188449848
Hungary,2016,1.76,8.453483339334515,13103.256242,132.76,15.74884615384616,1.8496781522150705
Hungary,2017,2.067,-5.914823925886457,14619.783288,146.42,0.47884615384614904,1.9121252121440693
Hungary,2018,2.892,-1.507106043568378,16423.767313,145.06,1.5748461538461527,1.8287197885196376
Hungary,2019,2.049,6.608123939282303,16781.827509,140.42000000000002,6.3088461538461615,1.9154414550966277
Hungary,2020,1.578,1.7385938568812673,16120.288034,156.47,7.6228461538461545,2.274912508919141
Iceland,2018,0.62,-33.11111111111112,74414.011454,136.28,29.675269230769246,0.0026709401709401
Iceland,2019,1.198,36.21262458471763,68813.445868,117.68,3.6652692307692405,0.0026709401709401
Iceland,2020,0.695,34.98170731707319,59166.918419,130.1,7.481269230769243,0.0026709401709401
India,2001,0.259,-1.510386759575736,454.74702,102.13,-16.737884615384615,32.20730578933663
India,2002,0.791,5.743393259062557,466.874743,94.67,-37.255884615384616,31.53300841825432
India,2003,0.593,-10.797010499279644,536.479611,98.98,-14.755884615384616,30.733596302892103
India,2004,0.326,8.592161012563118,618.807423,108.34,-17.8718846153846,31.63298683298683
India,2005,0.644,0.4346532090471467,713.306742,119.92,-5.133884615384602,32.86921377258141
India,2006,0.34,-1.581642750104918,800.995746,127.71,13.020115384615394,33.81654864206863
India,2007,0.482,-11.735554563474642,995.8247,133.4,8.442115384615391,34.932078833092085
India,2008,0.018,17.59389006359554,1050.330292,143.04,11.226115384615383,34.6501109831606
India,2009,0.986,-2.5237266826625646,1074.850493,155.82,-20.669884615384603,35.34164871048715
